NAME|LATITUDE|LONGITUDE
ME217|44.7802432094|-69.1292928816
WI411|44.7386376399|-89.0739580056
OT261|44.7209906390|-76.9552726739
OR139|44.7595103063|-119.0881789600
ID141|44.7352110685|-113.4452589400
SD109|44.6799489175|-103.4990513440
ID142|44.7545396415|-113.7103993250
MI141|44.6643682236|-85.8430041618
MI148|44.6587553313|-83.5838553701
MI139|44.7184624870|-84.6933131863
VT103|44.7031593356|-73.0315222806
SD203|44.7036095637|-98.4449835402
ID115|44.6740688719|-116.4433950290
VT104|44.7020471587|-73.1206292406
SD104|44.6080707249|-102.2791220660
OT267|44.6027847868|-78.4399395020
NY104|44.6230469416|-73.7817611344
ID113|44.6512653480|-116.8022563930
WI308|44.5840217265|-91.5614414031
WI406|44.6309594748|-89.4261798780
NY103|44.6531503471|-73.5774768876
ID114|44.5629978301|-116.5776544910
MN325|44.5471778022|-95.3198495495
ID140|44.6208571687|-113.3116266610
OR138|44.5875724834|-118.4837153860
WI438|44.5533279062|-87.7108349028
OT260|44.5366436653|-76.6769333684
OR136|44.4931797968|-118.6814811620
ID118|44.5451428796|-116.4287180420
SD110|44.4970572995|-103.1775224360
MN324|44.5332730951|-95.8063738819
MI112|44.4714439030|-85.0788496235
NY105|44.4810089289|-73.7983475362
ID131|44.4512879350|-115.0404233070
MN323|44.4702912416|-95.1251057960
MI111|44.4091695273|-85.5496050040
NY445|44.4606634226|-75.6987989384
MN509|44.3945649415|-95.2682375538
ID139|44.4669884767|-113.2385960960
OT262|44.3875656735|-77.2048648685
WI439|44.4073516516|-87.6901151224
OR137|44.4105882030|-118.6061640000
MI107|44.3832941688|-86.1488962618
ID112|44.4056747931|-116.6869460940
MN516|44.3265583839|-94.6143177398
OT269|44.3163884918|-78.9327789656
MN414|44.3182326726|-92.4025644396
OT259|44.2839628120|-76.6427387608
MI147|44.2831025212|-83.6321292452
MN514|44.2778099575|-94.8055345612
MN309|44.3669324655|-96.2895625795
OR106|44.3130560670|-118.4192633440
MN322|44.2658177517|-94.2443298301
MN513|44.2665866136|-94.9272355254
MN512|44.2462719219|-95.0584332907
MN503|44.2450723787|-95.6846325744
MN502|44.3251066849|-95.7489747563
MN508|44.3223365800|-95.1364637573
MN511|44.2339907075|-95.1888865317
ID137|44.3075050219|-113.7985410840
MN510|44.2325301423|-95.3701338917
ID130|44.3321767005|-115.4656342100
NY106|44.3095913842|-73.3990051853
ID132|44.2731014473|-114.9997661380
VT105|44.2913541922|-73.0661895308
MN515|44.2465239196|-94.7327022422
OR108|44.2287249621|-119.1100089950
VT106|44.2886308994|-73.2334160585
MN415|44.1520712418|-92.2252512325
OR101|44.1856182048|-118.2022695560
OR105|44.1819656128|-118.6064345610
OT264|44.1563156412|-77.8115498819
NY107|44.1505585405|-73.4340763861
SD301|44.1560102451|-101.1164874960
OT263|44.0671610136|-77.1800043261
ID135|44.0881786881|-114.4641287530
MN321|44.0475324832|-94.7342262328
MN313|44.0461462924|-94.9753053198
SD304|44.1653295656|-101.6739966500
WI437|44.1019484726|-88.1716191354
MN505|44.1161173721|-95.4497453183
MN506|44.0306033122|-95.4353442248
WI312|44.0315909572|-90.2011186377
MN310|44.1105047878|-96.3174039794
WI405|44.0187283473|-89.6667831811
OT268|44.0227296022|-78.5355878988
MN416|43.9488631125|-92.2082948739
MN404|43.8954446381|-92.7448771798
OT255|43.9134516300|-79.1071699718
OR110|43.9103810597|-119.2015601570
MN320|43.8844986136|-96.2011803460
OR102|43.9299539128|-118.6124192990
WI316|43.9202251432|-90.1073360532
MN405|43.8986619536|-93.4951694202
MN403|43.8828263301|-93.0578224850
MN343|43.8572056658|-95.3322580264
OT254|43.8808619940|-79.5661245416
SD303|43.8306134263|-101.7097474020
ID134|43.8856687015|-114.8042645240
MI154|43.8151230456|-83.1343774782
WI433|43.8686353455|-87.8575345418
OR114|43.8528784704|-119.7074550390
SD413|43.7948649121|-97.0003187805
OR103|43.7895923231|-118.2916080870
WI440|43.7763282747|-88.1615534694
OR113|43.8039716711|-119.4988849900
SD306|43.7993876400|-103.0844882630
WY142|43.7792122214|-110.1360982790
MI137|43.7973621622|-84.0810278689
MI132|43.8050425919|-84.4914561969
OR112|43.7819014125|-119.1136279400
SD309|43.7913277810|-100.6703297940
SD415|43.7067131326|-96.6113691507
MN329|43.7501312394|-95.4037931793
MN342|43.7259115408|-95.3047161163
MI155|43.7463579849|-82.7354743998
OR111|43.6625406222|-119.1468542450
WI414|43.7128419514|-89.7112074355
WI419|43.6882416106|-89.2900499422
MN332|43.6439652207|-95.2745234115
WI420|43.6384568606|-88.8488828319
MI136|43.6153096473|-84.4778552945
MI125|43.6011526900|-85.0262926559
WY134|43.6360953162|-109.9102345450
OR115|43.6440646443|-119.6568382930
WI425|43.5924936172|-88.1115885013
MI119|43.5660937202|-86.1954834934
OR116|43.5349964357|-119.6389318450
MI122|43.5352671504|-85.3109442588
WY135|43.5658037315|-109.7146187660
MI227|43.5931463636|-82.9416828609
WI413|43.5349848066|-89.8800186262
MN338|43.5698309969|-95.1793278503
MN315|43.5584256098|-96.2214191248
MI229|43.5500489491|-83.3339725543
MN339|43.5693036317|-94.7811958867
SD308|43.5151253418|-100.6529696840
WI315|43.4777496624|-90.0078864616
IA105|43.4387148532|-96.3122560854
OT253|43.4699473199|-79.8584070028
MI120|43.4993161467|-86.0439071396
MN337|43.5181234502|-95.0019969069
MI133|43.4701376769|-84.2347767796
MI131|43.4141383388|-84.7958375208
MI226|43.4072778255|-83.2853873556
MI224|43.4039325352|-83.6597958754
WI441|43.4275570951|-87.9504786350
IA111|43.3851235276|-94.6963812664
ID125|43.3824502199|-111.7038164940
ID109|43.3731905761|-114.6829323330
ID107|43.4179233576|-114.5764744970
ID108|43.3376744947|-114.8712691570
MI228|43.3366634067|-82.9529481752
WI422|43.3738450397|-88.8108897711
WI426|43.3183320505|-88.0847691090
MI135|43.2957177292|-84.4751102078
ID110|43.3140114968|-115.1845109270
MI126|43.3455954979|-85.6273614392
SD305|43.3810322217|-101.4982743610
IA202|43.2775551669|-92.9572349126
MI225|43.2747361015|-83.5969221690
SD410|43.3276938452|-98.1554014081
SD414|43.2477288328|-97.1681279425
NY202|43.3032831960|-74.9797504239
ID111|43.2805107548|-114.7032521690
IA110|43.2515769739|-95.1395638187
MI134|43.1830309335|-84.2383236717
MI129|43.1820726240|-85.4097497024
MI127|43.2343389217|-85.0791065448
NY413|43.1991073923|-78.5117613322
WY137|43.2152036935|-110.4136897320
ID124|43.2080199800|-111.6656437430
OR118|43.1349632484|-118.8802854730
NY204|43.1438419651|-74.7956504090
IA112|43.1836073791|-94.7674048653
SD406|43.1907944151|-96.8938695545
WY136|43.1855318337|-110.5195157230
OT252|43.1334332571|-79.6426531971
IA160|43.1017213897|-93.8876012599
ID123|43.1644297140|-111.7786387350
SD307|43.1616868843|-103.7533560890
IA104|43.1368588595|-96.1666946437
IA115|43.1476710506|-94.4315360540
SD411|43.1629362932|-98.2804685632
IA207|43.0705362206|-92.4269841388
NH104|43.1600921119|-71.2495021040
WY139|43.1071851077|-109.8227256310
NY414|43.1266877340|-78.3968994217
OR125|43.0933780231|-117.5907651860
OT251|43.0462195918|-79.3522002622
MI230|43.0944666810|-83.1744749872
SD302|43.0426999895|-102.3377346790
IA159|43.0584526416|-93.8425757992
WY122|43.0828420000|-110.0159792420
OR117|43.0875371953|-118.8923550140
NY434|43.0379183179|-76.4527577460
WY123|43.0691424404|-110.1696235300
IA101|43.0755955410|-95.2846033919
NY416|43.0469599577|-78.4698594036
WI443|42.9631701106|-90.2308467122
MI223|42.9483889874|-83.2032292451
IA164|42.9655207420|-93.7675721206
WY141|42.9502202389|-110.5847296200
WY127|42.9627572634|-109.6030374350
OR126|42.9772055156|-117.1564349740
NY432|42.9054936221|-78.3712510450
WY119|42.9272338104|-110.2012390820
OR127|42.8833560424|-117.4429585600
ID101|42.9126103541|-112.0549878780
IA152|42.8752297093|-93.7033636800
IA158|42.9049890809|-93.9777612352
IA146|42.8826073213|-94.6749671887
IA157|42.8306116142|-93.8516648819
MI222|42.8851740688|-83.4740930483
OR119|42.8795766709|-118.8892845660
IA123|42.8919300923|-96.1670672717
WY126|42.8352540484|-109.3867923930
IA121|42.8030626777|-96.4578671996
WY132|42.8459408884|-110.8604014510
IA122|42.7874879175|-96.2764606601
OR121|42.7999794692|-118.8065393670
MI212|42.8117953187|-85.1825441156
ID102|42.8176410975|-111.9527378180
WY120|42.8384566120|-109.8416010900
IA216|42.8231734771|-93.1937567833
IA215|42.8260415986|-93.4719492325
IA125|42.7448498138|-95.8010006931
IA163|42.7821626984|-93.7104967584
WY121|42.7702751028|-110.2071288230
IA156|42.7276774405|-93.8417699097
WI428|42.7682859778|-88.7580256649
OR120|42.7477334525|-118.6663511040
IA233|42.6974014747|-92.2069427298
WI430|42.6827124575|-89.2987336691
NY213|42.7425996423|-74.5815006337
IA228|42.6824551651|-91.6794013835
WY124|42.7614244398|-110.6745994960
IA138|42.6570253337|-95.0968526658
WI432|42.6907963024|-88.1137417977
OR122|42.6363278512|-118.8099818330
WY118|42.7339676665|-109.5867036170
ID106|42.6797121754|-112.2785731490
IA145|42.5918743448|-94.4431592664
OR128|42.6832580788|-117.8716682230
IA155|42.6511815345|-93.7405833967
WI442|42.6339378376|-90.1376064649
MI213|42.6338082076|-84.7498728572
IA217|42.6613023301|-92.7967573502
IA128|42.5786130137|-95.7846103807
ID105|42.6352089464|-112.1999655340
WY117|42.5955058476|-109.7956302890
IA219|42.5617670759|-93.0808690012
MI215|42.5636511970|-84.9716595781
WY116|42.5363140769|-110.2505660090
WI431|42.5582514732|-88.6813523902
MI217|42.5025225251|-84.1961599126
WI429|42.5254849049|-89.4983102855
OR130|42.5214430861|-117.0448948100
WY131|42.6044956507|-111.1097924440
IA229|42.5533829598|-91.1235310356
WY115|42.4926610176|-110.1922749060
NE211|42.4713959643|-97.1039547843
IA153|42.5367604927|-93.9164068131
NY215|42.5322840161|-74.6121639715
IA225|42.5343549418|-91.6572321095
IA126|42.4695344479|-95.6317956187
NY409|42.4544060577|-79.0652000048
ID104|42.5068678361|-112.2834243160
MI219|42.2985259745|-85.7720429442
MI220|42.4677715227|-85.4203989618
IL103|42.4211241198|-89.6064160286
ID103|42.4493657245|-112.1469574130
MI233|42.3893687632|-84.2740266431
MI232|42.3692956535|-84.9683017581
WY130|42.4389784119|-110.9853041550
IA149|42.4184924772|-94.0162243106
MI218|42.3182446355|-84.6930053039
IL112|42.4124729476|-88.3888805932
IA227|42.4063450456|-91.4883907250
NY406|42.4303586706|-78.6337168091
NE201|42.3434627799|-97.6517212225
IA130|42.4049930511|-95.4132134283
WY125|42.4470051272|-110.5831584020
IL102|42.3168747473|-88.6638104773
IA135|42.3068765700|-95.1504363797
IA223|42.3509481242|-92.4612051624
NE213|42.2975712849|-96.7937900007
MI203|42.2196478220|-85.3593145840
NE212|42.3210970201|-96.8553084827
NY408|42.3670413841|-79.0518167559
WY114|42.3897387443|-110.1382984140
NE210|42.3479465188|-97.2004321917
NY505|42.2947642941|-74.3168884188
NY410|42.2982932710|-79.3910668774
IA230|42.2861441253|-91.1064436611
NE229|42.2415419112|-96.9248218043
WY112|42.3076888551|-110.2726767450
WY129|42.3400566100|-110.8755054650
NE228|42.2293210529|-97.1209380558
WY113|42.2186029296|-110.2948746380
OR129|42.2877179386|-117.5680344270
NE206|42.2862426739|-97.4323525579
MI204|42.1258076120|-85.2218416281
NE202|42.2358304384|-97.6113446168
MI206|42.1757354434|-84.9875822346
NY411|42.2211422555|-79.1559453308
NE205|42.2029041590|-97.4724997898
ID119|42.2911078752|-116.3717285820
NY504|42.2193140984|-74.2213999944
NE208|42.2053809407|-97.1652759029
IL104|42.2067987325|-88.4165343311
IA134|42.2499438752|-95.4332517068
IA133|42.2400615656|-95.5997977521
IA209|42.2379716270|-93.5626665770
MI202|42.0281559703|-85.7215980795
NY513|42.2228488276|-74.5904131250
IA141|42.2092348641|-94.5667875537
MI205|42.0844679842|-84.7969542469
WY110|42.1864874538|-110.7348362730
IL101|42.1945389770|-89.6347594999
MI201|42.0452032871|-85.2936551997
MI301|42.1056519482|-84.2551435811
MI211|42.0262941052|-84.9517420657
IA212|42.1791613471|-92.9094442442
NE204|42.1556581061|-97.4198960172
NE207|42.1429530722|-97.2013385260
NE203|42.1483512506|-97.4916736472
IA231|42.1675431533|-90.6814743540
NY512|42.1588532885|-74.7906367399
IA142|42.0671058153|-94.7503080875
MI306|42.1066149736|-83.7434894556
IL105|42.0505569958|-89.5158284879
IA210|42.0942996939|-93.3993558656
NE215|42.0550893397|-96.6403564855
PA118|42.1086517082|-79.8163540949
WY111|42.0974301334|-110.6733583840
IL106|42.0269207541|-88.8821512723
NE209|42.0140924359|-97.1361763534
ID155|42.0520777299|-111.5673455450
NE214|42.0087428782|-96.8165139529
MI307|42.0064712130|-83.7665555857
IA407|41.9686914440|-92.1620746092
MI101|41.9674797433|-84.4455110580
IL107|41.9590118678|-89.6733890043
MI309|41.9679997085|-83.7528734947
PA110|41.9776510901|-79.3385667185
MI310|41.9397638157|-83.5401042629
MI102|41.9092112365|-84.4770838501
IA304|41.9022696156|-95.1510311690
MI313|41.9397201321|-84.1851710525
MI314|41.8828953588|-84.1591535555
MI311|41.8782205872|-83.8584651483
NE223|41.8908428059|-96.4541265743
NE216|41.8358544063|-97.1351535383
MI209|41.8793712871|-85.5841785820
NE220|41.8379511744|-96.8193790971
NE222|41.8350231413|-96.5862361462
CT101|41.9048809079|-73.2655576684
NE218|41.8235845403|-96.9805945383
PA111|41.8865270187|-78.3569067325
IA301|41.8673310642|-95.3533212435
MI210|41.8536590651|-85.3016064435
NY503|41.8860407887|-74.5965470277
MI208|41.8543994015|-85.7935452091
PA131|41.8462917645|-75.9552899500
MI315|41.8256199508|-84.1078328034
IA303|41.7877442225|-95.0712883052
MI104|41.8330037276|-84.5584568796
MI312|41.7757647875|-83.8923920714
MI105|41.7772972956|-84.6501763487
MI207|41.8436032932|-85.9389375397
MI103|41.8052655047|-84.3548712185
IL108|41.7547660709|-89.2050354120
IA408|41.8135271108|-92.5975708594
IA305|41.7351452520|-94.8217305778
PA109|41.8126668058|-79.7966674678
NV101|41.7968869027|-116.9837790600
UT140|41.7561471652|-111.4737775860
PA101|41.8048984289|-75.3530908429
PA108|41.7942647445|-80.1703715631
NE217|41.7721159642|-97.0658714670
NE221|41.7134196598|-96.7898354415
PA102|41.7453160596|-75.1946848387
PA125|41.7629636455|-78.4007883389
NE219|41.7064757317|-96.9735305361
MI106|41.7035104604|-84.6497681964
IA318|41.6935087595|-93.8822952642
PA103|41.6968827446|-75.1439604232
IN203|41.6506737306|-85.6233650720
IN202|41.6993885460|-85.1759697621
IN201|41.6965392056|-85.4321254438
IA302|41.6407662168|-95.2366495883
OH129|41.6291236357|-84.2361588347
IL113|41.6956386507|-88.7444310964
OH148|41.6110255214|-81.0487815886
NE224|41.6261054739|-96.6226933346
IL110|41.6621439569|-89.6233750875
IA409|41.6364941761|-92.3619395248
IA404|41.5694917966|-92.6550129726
NV105|41.6354429179|-116.1206743830
IL109|41.5655200668|-89.8402788179
NV106|41.6506905802|-116.2103674620
IN302|41.5862666683|-86.5024277956
IN205|41.5484170885|-85.6642451623
IN207|41.5919923936|-85.2754165661
IN301|41.5376946752|-86.3452690949
PA106|41.5970974184|-75.1474597807
OH149|41.6245971004|-80.8680914749
IN320|41.5308009586|-86.2190016825
IA403|41.6064751295|-93.1015836582
NV114|41.5647242115|-115.2547952040
UT139|41.5584822639|-111.5617622290
PA112|41.5336443447|-78.7731964191
IL114|41.4643051192|-88.9571792405
NE225|41.5312773426|-96.5050938646
NE226|41.4568030884|-96.2854256154
IN319|41.4460010719|-86.2422986483
IN206|41.4522574927|-85.5050093715
NV109|41.4862104155|-115.8238149060
NY514|41.5361896000|-73.5896044607
IN305|41.4361092723|-86.8321776656
NY518|41.4903816009|-73.6625796366
IA405|41.4104030745|-92.4736650560
NV115|41.4749609431|-115.1546426110
IL117|41.4524253461|-88.4188857698
WY105|41.3948238497|-110.2024395130
NE227|41.3509667824|-96.3564634305
IN308|41.3220093278|-86.8104448710
IN312|41.3215923405|-86.6782505135
WY106|41.3448573520|-110.4065193380
UT138|41.3597524393|-111.5511146010
OH105|41.3431001649|-84.4625565389
OH103|41.3718362731|-84.7521044934
IN318|41.3806299684|-86.1203858963
IN311|41.2904172431|-86.4687586922
IN321|41.3099537529|-86.1955482088
IN316|41.3434880713|-87.3168000068
NV107|41.3548416978|-116.1148108680
NV113|41.3558242650|-115.3578755960
IA307|41.3316234703|-94.9787614322
NY515|41.2713545690|-73.6041971720
OH147|41.3146461000|-81.2254212149
NV110|41.3330217807|-115.7882257770
NV112|41.2275012434|-115.3993797300
IA309|41.2280940389|-95.5176423446
NY516|41.2609723684|-73.7317454014
PA107|41.2774557469|-79.6719280073
NV108|41.2344126567|-116.2501118120
IA315|41.2100729210|-94.1110308158
IA316|41.1963200664|-94.4797193206
WY107|41.1821212067|-110.4375917300
IN309|41.1836336037|-86.9683952279
IA320|41.2355746949|-93.7888374979
IA406|41.2331557797|-92.2069829734
PA113|41.2234836641|-79.1083241695
IN332|41.1672864011|-86.3268333063
IN343|41.2001634270|-85.3946371943
IL118|41.1974383035|-88.5321420965
WY104|41.2207104263|-110.2106225860
IN314|41.2170845088|-87.2035029437
IA308|41.2311287135|-95.2367828084
IL120|41.1776673221|-88.9651551830
OH143|41.2167089253|-83.1721701450
CA135|41.1673831157|-120.2363373830
NV111|41.2029584101|-115.9337804960
OH108|41.1830717739|-84.1777564775
OH144|41.1681404219|-82.6509936342
OH146|41.1652640445|-82.0175870356
CA136|41.1556248000|-120.4905844380
OH106|41.1424453685|-84.3861735925
OH145|41.1359440712|-82.4045545281
IN345|41.1327340052|-85.6421665319
OH109|41.0888134700|-84.1598995062
IN346|41.0666786082|-85.8092603380
WY109|41.1319146809|-110.3827775220
WY101|41.1118360336|-109.8955102080
IN333|41.0497600140|-86.3251335755
IL121|41.0457182033|-88.1049690448
IN322|41.0314235532|-86.9689823409
IA310|41.0872244057|-95.3959590880
WY102|41.0465262074|-110.0871253440
WY108|41.1180680772|-110.5506498470
IA317|41.1369732773|-94.7526522771
OH110|41.0229782807|-84.4666454029
IL201|41.0898998508|-87.6815775641
WY103|41.0285084502|-109.9234163030
IN326|40.9438634467|-87.3652982268
OH120|40.9272966394|-84.4285524765
OH125|40.9179724186|-83.5578303377
OH122|40.9460966251|-84.5677460116
IL208|40.8929936201|-87.7984580398
OH123|40.9123854338|-84.6600351967
UT102|40.9161045888|-111.5755735170
IL126|40.8678353740|-88.7624452260
IN338|40.8646289950|-86.8267990334
OH127|40.9117425152|-83.6540110008
OH124|40.8298502958|-83.7649698506
IL209|40.8798529026|-87.8712872198
OH119|40.8653636183|-84.0821696307
UT131|40.8816706430|-110.3652329010
IL123|40.8690173693|-89.6831767509
IN324|40.8642854109|-87.1599978743
UT132|40.8025287384|-110.2378054660
IL124|40.8562219864|-89.3221320488
UT203|40.8830812579|-110.4368876070
IL204|40.8340606794|-87.5980136882
IL205|40.8287150938|-87.8571596219
IN330|40.8172984266|-87.4554840192
UT129|40.8099193509|-110.5826985580
OH126|40.7772403254|-83.7296035271
IN325|40.8157461913|-87.3022321673
CO210|40.7791537386|-107.2704294340
IL127|40.8176093419|-88.2085511779
OH116|40.7935028243|-84.7687443133
IN328|40.7590037482|-87.2023359850
OH115|40.7367844943|-84.6587338226
UT127|40.7885488057|-111.1227344770
OH117|40.7417333226|-84.4640975862
UT123|40.7939443969|-109.4676997700
UT126|40.7383921150|-110.9448560400
IL206|40.7089791695|-87.8055759277
UT133|40.7332453752|-109.7279687790
UT204|40.7045945358|-110.4599025270
CO124|40.7195793035|-105.9554665780
OH128|40.7074796036|-83.9147683334
OH142|40.7142060629|-82.2932214420
OH112|40.6504064952|-84.6822877545
CO123|40.7059980311|-106.6735319440
IN327|40.6938809717|-87.3281407135
OH121|40.6484781632|-84.0793308973
OH140|40.6505695281|-81.4682086166
UT128|40.6278541915|-110.7664541230
CA137|40.6077209927|-121.6001208610
IL207|40.6107313700|-87.8800183600
OH118|40.6080501419|-84.2749180109
OH113|40.6024244668|-84.5003849772
IL210|40.5915883840|-87.5914685425
UT135|40.5091936026|-110.9555527160
OH114|40.4393621281|-84.4784879395
OH141|40.4759546357|-82.3816014845
CO114|40.4429295088|-105.7833855260
CO116|40.4212551985|-106.6786822690
CA133|40.4281125761|-121.0000442470
CA101|40.4452508827|-121.3705603840
CO101|40.3861632370|-106.6869566920
CA134|40.3601781745|-121.3922718130
CO105|40.3683343362|-106.8242014460
PA121|40.3892227289|-78.2926329132
CA102|40.3774919262|-121.1746759630
OH139|40.3558603805|-81.6330686175
OH131|40.3239157339|-82.8876947409
UT124|40.2877649348|-111.2489141900
CO126|40.2746416542|-106.1572976380
CO113|40.2757713148|-106.0861852390
CO103|40.2088505166|-106.9222530480
CO104|40.1957299869|-106.7664680540
OH130|40.1495223327|-83.2669951772
CO112|40.1106548771|-107.0838762230
PA119|40.0973556635|-78.6120746350
CO102|40.0798832858|-106.8672077950
CO125|40.0915905333|-105.9639991400
PA114|40.1305591322|-79.0224317463
CA103|40.1034363053|-120.4403567800
OH135|40.0688747388|-82.1528325593
OH138|39.9883229234|-81.3965983067
PA115|39.9386215335|-79.0434127611
PA116|39.9461349702|-79.3216794269
CA104|39.9170321800|-120.3133495740
CO127|39.8850574405|-106.2208680780
CA107|39.8631303492|-121.2192482030
UT103|39.8417275828|-111.5062681400
UT104|39.8302742505|-111.5729061960
CO132|39.8231991963|-106.3298224840
PA117|39.7745644237|-79.5083693898
CA105|39.7933756969|-120.7524758840
CO129|39.7667192844|-106.8361697660
CO131|39.7177444126|-106.4002561910
CA106|39.7355732977|-121.0311658290
CO130|39.7035677543|-106.5152048970
UT137|39.6491932892|-111.2825188300
CA132|39.6728917993|-120.6189422730
UT112|39.6970585080|-111.4222203110
UT106|39.6543677200|-111.5814673190
OH137|39.6964935588|-81.5128124885
OH132|39.6383088882|-83.1927918208
OH136|39.6192588913|-81.7395039299
OH134|39.6200012331|-82.4364836434
WV110|39.5887454430|-79.5911666646
CO121|39.5026854108|-106.1964285550
CA130|39.5019198929|-120.5106474860
UT107|39.5517895161|-111.6460711530
CO133|39.5052118537|-106.6803811930
CA108|39.4904171547|-120.3033851220
CO120|39.4667355786|-106.9286729720
UT108|39.4891397023|-111.5220284840
CO128|39.4077312984|-106.0431907050
CO117|39.3612363504|-107.9103437220
UT136|39.4154468737|-111.2434239650
CO119|39.3633722760|-107.5450014290
CA131|39.3091337797|-120.4446509490
UT111|39.3129484599|-111.6859656400
CO134|39.2921489100|-106.5999290270
WV109|39.2352622818|-79.7549612444
UT110|39.2555787262|-111.5439329030
CA109|39.2634101043|-120.2177055690
UT109|39.2637817713|-111.4517077620
OH133|39.2613427075|-82.7845846812
CA110|39.1869302613|-120.4117300980
CO110|39.1115875666|-107.4021872160
CO118|39.1393124512|-107.8031422290
CO111|39.1252705489|-107.5315014610
CO109|39.1081664896|-107.3429804380
CO204|39.0849284712|-106.7894618590
CO115|39.0372496033|-108.1466076330
WV104|39.0511546872|-80.1857415482
CA111|38.9318403746|-120.1826947180
WV105|38.9213958965|-80.3341968832
CO108|38.9076560558|-107.2259430270
CO136|38.9223304777|-106.5943010700
CO106|38.9012629935|-107.3513701770
CO107|38.7687976319|-107.3168694840
WV101|38.7671220926|-79.9323402512
CA112|38.6952405003|-120.1815767180
CA113|38.7446179334|-119.9396128940
WV108|38.6694951627|-79.4940799844
UT113|38.6195627355|-111.7273783870
CA139|38.6067718217|-120.2157062290
WV102|38.6013636476|-80.0222484814
UT115|38.5861735067|-111.8538871510
CA114|38.5778905149|-119.6314420340
CA138|38.5369045431|-119.8940375590
CA115|38.5397457273|-119.7104779600
UT141|38.5287914386|-112.4857593560
UT143|38.4416350478|-111.7674638650
WV107|38.4865358937|-79.8747060007
CO149|38.4407963744|-106.3608074060
CA140|38.4215088611|-120.0777121680
UT114|38.4021175759|-111.8575358230
WV106|38.3685734064|-80.1107339040
CA116|38.3514198659|-119.5091706260
UT116|38.3409505538|-111.9592508460
CO152|38.2870324952|-107.4134259490
CA141|38.2698273436|-119.9801751450
CO151|38.1727719106|-107.1400381960
CO137|38.0951687336|-107.8946411030
UT118|38.0790159519|-112.0741169450
UT117|38.1024318460|-112.1442622080
CA126|38.0960895179|-119.1854128490
CO150|38.0489822101|-106.8339791110
CA146|37.8871013978|-118.7696580750
CA147|37.8734968022|-119.2893838180
UT120|37.8418814992|-112.1508048110
CO144|37.8474131715|-107.5778458900
CA143|37.8047599063|-119.5683034580
CO146|37.8624514852|-107.0893648150
CA145|37.8162562510|-119.0504195490
CA142|37.8228825393|-119.7047962730
CO138|37.8047347261|-107.7668262160
CO145|37.8009087560|-107.2914258690
CO139|37.7355137502|-107.9392174430
CA144|37.7171632341|-118.9510363840
CA152|37.6469155131|-118.6230616400
UT121|37.6608965982|-112.1638804870
CA148|37.6600575956|-119.6166212920
CA149|37.5972313978|-119.2784229990
UT125|37.5265310247|-112.7349586520
UT122|37.5543879857|-112.2733433910
CO140|37.5459361302|-107.9418436490
CO203|37.5785290645|-107.8191114300
CO201|37.4880961626|-107.2477002930
CO142|37.4722226925|-107.6223694430
CA151|37.3967929327|-119.0209622980
CO147|37.2548095399|-106.4565275340
CO148|37.1633924398|-106.5179583680
CA150|37.1546906898|-119.2258067140
CA124|37.0594735288|-118.8290384390
CA123|36.9645653718|-118.4367216860
CA119|36.6455070712|-118.3777113370
CA122|36.6626837552|-118.5323406540
CA118|36.4919202094|-118.2893958900
CA120|36.5011924429|-118.4788135210
CA117|36.4039106452|-118.2187976780
CA121|36.2532278601|-118.2031419730
AZ125|35.1939690700|-111.7460860210
AZ133|35.1850763401|-112.1709045880
AZ115|34.8462527251|-111.4427953070
AZ116|34.7428263629|-111.4267619280
AZ117|34.6371690907|-111.3534019500
AZ119|34.5120684355|-111.4732641990
AZ121|34.4755074039|-111.2133333380
AZ118|34.4608165135|-111.3953866890
AZ122|34.4609576042|-111.1265064280
AZ123|34.4572288967|-111.0501594970
AZ114|34.4421592783|-110.9568220320
AZ113|34.3777119483|-110.8180355500
AZ112|34.2988323871|-110.6351953510
AZ132|34.3246274107|-111.0689715170
AZ101|34.2953629012|-110.2005897570
AZ129|34.1695196573|-110.1045192470
AZ131|34.1805688086|-110.8117121180
AZ102|34.1184042789|-109.8082114850
AZ110|33.9233601589|-109.7386141770
AZ106|33.8771402527|-109.2558359360
AZ130|33.8341680717|-110.9288771620
AZ107|33.7796666083|-109.5604447740
AZ108|33.7653611836|-109.4731330520
AZ111|33.6593191662|-109.6313042440
AZ109|33.6520482165|-109.2936961780
SK106|51.2060638241|-103.0249614130
BC108|51.1594094667|-116.1439818500
BC109|51.0219410731|-116.2690608780
SK103|50.7237712930|-101.6877669550
LS263|49.9656236754|-87.8508198494
SK314|49.9500412477|-103.9828392470
LS460|49.4259939158|-87.8443380514
MB105|49.1412320305|-96.0939147923
LS255|49.1456860157|-87.8837324431
LS293|48.9807634306|-88.5805753637
LS235|48.8675814999|-85.8684423067
MN130|48.1252090483|-95.9810588847
MN105|48.1296919588|-96.7396545803
ND119|48.0841382280|-100.5985023150
LS400|48.0966830545|-89.8320579222
MN231|48.0629756282|-95.6434188707
LS417|48.0505159583|-84.1149012371
MN106|48.0081530400|-96.6682514639
MN232|47.9644487356|-95.6201081243
MN118|47.8998433093|-96.5317226115
ND245|47.9273571876|-99.7614654416
MN233|47.8575951694|-95.6308442916
SJ128|47.3834501290|-69.0931746444
SJ127|47.4014666729|-69.2920745778
MN122|47.3016832980|-96.6763392535
MN108|47.4493766059|-96.5306563023
